concept_from_alex_street,count_unique_wiki_article_text_appeared_in,count_unique_wiki_article_title_appeared_in,count_unique_alexander_street_docs_appeared_in
purdah system,23,1,1
junior federation,23,1,1
achieving content,23,0,1
dont wish,23,7,1
sisterinlaw,23,3,1
biblical grounds,23,0,1
truth throughout,23,0,1
referee board,23,4,1
faithful secretary,23,0,1
hosiery workers,23,3,1
amendments suggested,23,0,1
trade referendum,23,8,1
miss duncan,23,0,2
phillis wheatley club,23,3,1
immediate adoption,23,0,2
state candy,23,0,1
deceivers ever,23,0,1
paramount issue,23,1,1
intelligence honesty,23,0,1
transcendent importance,23,0,1
libyan sibyl,23,2,1
equal responsibilities,23,0,1
tenthirty,23,1,1
mrs edson,23,0,1
fudge parties,23,0,1
cable law,23,2,1
compensation department,23,0,1
officeholding,23,0,1
mrs lemon,23,5,1
promote bills,23,0,1
collect facts,23,1,1
nonpartisan way,23,0,1
definite objective,22,1,1
adopted moved,22,0,1
montana branch,22,0,1
ely university,22,0,1
labor shall,22,0,1
reconstructed reconstruction,22,0,1
womens civic league,22,1,1
american woman married,22,0,1
accident study,22,0,1
negro descent,22,0,1
tender eyes,22,0,1
chair asks,22,0,1
delilah l beasley,22,1,1
label covers,22,0,1
united states adheres,22,0,4
warm appreciation,22,0,1
american woman marries,22,0,2
international womens organizations,22,0,1
permanent international association,22,1,1
popular meetings,22,0,1
workers contributions,22,0,1
international labor conference,22,3,4
sister plants,22,4,1
st pauls memorial church,22,4,1
treasurer shall,22,0,1
mrs ruffin,22,1,1
pennsylvania banker,22,0,1
chair appoint,22,0,1
organizing trip,22,0,1
extra touch,22,1,1
woman juror,22,3,1
colored department,22,0,1
highest estimation,22,0,1
modern housewife,22,0,1
sectional association,22,1,1
vacation certificate,22,0,1
dr hollander,22,14,1
indecent manner,22,0,1
field secretaries,22,0,1
motive underlying,22,0,1
careers open,22,0,1
husbands nationality,22,0,1
nine secretaries,22,0,1
high moral standard,22,0,2
rachel looking,22,0,1
hereby amended,22,0,1
maryland federation,22,0,7
territorial league,22,1,1
illustrious example,22,0,1
paid per cent,22,0,1
desire particularly,22,0,1
love righteousness,22,0,1
philadelphia churches,22,0,1
tropical character,22,0,1
salt furnace,22,4,1
human basis,22,2,1
state labor department,22,1,2
negro teachers,22,1,1
visitors gathered,22,0,1
lotus blanc,21,1,1
judiciary lawyer,21,0,1
suspend immigration,21,0,1
nationality bill,21,0,6
dancing places,21,0,1
extend greetings,21,0,1
massie family,21,0,1
give due consideration,21,0,1
senator charles curtis,21,1,3
great essentials,21,0,1
linden branch,21,1,1
perfectly beautiful,21,0,1
samuel hose,21,11,1
mrs pitts,21,3,1
simplest elements,21,0,1
race ineligible,21,0,1
means expert,21,0,1
part time certificates,21,0,1
temporal succession,21,0,1
industry unfortunately,21,0,1
bryn mawr summer school,21,1,1
negro building,21,0,1
military hygiene,21,0,1
philadelphia chairman,21,0,2
cullud folks,21,0,1
uniform marriage,21,0,1
war work council,21,0,2
hawaiian schools,21,7,1
given equal opportunity,21,0,1
juries women,21,0,1
unstinted praise,21,0,1
park tilfords,21,6,1
equally pleased,21,0,1
discriminatory clauses,21,0,1
commanding influence,21,0,1
syracuse board,21,0,2
become economically independent,21,0,1
womans emancipation,21,0,1
tentative draft,21,0,1
dr mosher,21,4,1
mrs hilles,21,2,5
mission herald,21,0,1
second stronghold,21,0,1
old brick capitol,21,1,5
husbands wages,21,0,1
mrs havemeyer,21,0,3
splendid opportunity,21,0,1
present denied,21,0,1
error forward,21,0,1
comfort kits,21,0,1
nationality automatically,21,0,1
employment agents,21,0,1
plantation cook,21,0,1
harold f mccormick,21,0,1
unfortunate girls,21,0,1
young peoples work,21,0,1
pioneer suffragist,21,0,2
congratulations upon,21,0,1
memorial exercises,20,0,1
freely contract,20,0,1
profit thereby,20,0,1
petit juries,20,1,1
inspection room,20,0,1
missouri federation,20,0,1
nineteen families,20,0,1
stay organized,20,0,1
ruling similar,20,0,1
czechoslovak immigrants,20,0,1
waitresses union,20,0,1
community real estate,20,0,2
physical wreck,20,0,1
best possible environments,20,0,1
miss winslow,20,0,1
employed permitted,20,0,1
anna murray douglass,20,2,1
hospitality extended,20,0,1
didnt demand,20,0,1
intimate touch,20,0,1
paper would take,20,0,1
miss kenyon,20,1,1
four women members,20,0,1
hearty approval,20,0,2
older countries,20,0,1
conference adjourns,20,0,1
chairman eaton,20,0,1
domestic workers union,20,1,1
governor ely,20,0,3
various subjects religious,20,1,1
farthest limit,20,0,1
greatest milestone,20,0,1
miss younger,20,0,1
school attendance law,20,0,2
perfectly sure,20,0,1
city service commission,20,1,2
prime requisite,20,0,1
radium poisoning,20,3,1
given special protection,20,0,2
prewar days,20,0,1
nra codes,20,0,6
dear little girl,20,0,1
ordinarily engaged,20,0,1
july trying,20,0,1
women jockeys,20,0,1
international dinner,20,2,2
partisan woman,20,3,1
sanitary code,20,0,1
constitutional amendment granting,20,0,1
women college students,20,0,1
poro college,20,3,1
highest aims,20,0,1
equal pay bill,20,0,2
useful occupation,20,1,1
unsuitable work,20,1,1
california state federation,20,1,1
industrial welfare commission,20,3,1
amendment even though,20,0,1
delicate face,20,0,1
honey jimmy,20,2,1
inadequate wages,20,0,1
laundry industry,20,0,1
child born abroad,19,0,10
select reading,19,0,1
international woman suffrage alliance congress,19,0,1
peerless club,19,1,1
newspaper code,19,0,1
hoosier women,19,0,1
meeting last night,19,0,1
anita pollitzer,19,3,10
governments composing,19,0,1
west indies upon,19,0,1
charlotte branch,19,3,1
hold national office,19,0,1
mississippi federation,19,3,1
colored parents,19,0,1
mrs symes,19,0,1
straight issue,19,2,1
loveliest thing,19,1,1
would seem therefore,19,0,2
takes intelligence,19,0,1
rural soviets,19,15,1
michigan state association,19,0,1
dr parredo,19,34,1
atlanta baptist seminary,19,1,1
rachel puts,19,0,1
sexes throughout,19,1,1
new fork city,19,0,1
minimum wage convention,19,4,1
mrs bethune,19,1,4
intentions really,19,0,1
war service committee,19,0,1
mrs bethunes,19,0,1
word immoral,19,0,1
emergency matter,19,0,1
minimum wage fixing machinery convention,19,5,1
educated negro,19,0,1
nationality treaty,19,1,13
closing avenues,19,1,1
mrs hillis,19,2,1
industrial preparedness,19,0,1
womankind achieved,19,0,1
october december february,19,0,1
merely negative,19,0,1
industry proper,19,0,1
naturalization committee,19,1,1
making prostitution,19,0,1
lord baltimore hotel,19,1,1
chip school,19,3,1
moral breakdown,19,0,1
employment applied,19,0,1
negro families,19,0,1
shall function,19,2,1
disesteem,19,0,1
farmers conference,19,0,1
pearl club,19,10,1
miss vernon,18,0,7
executive committee recommends,18,0,1
sittingroom,18,1,1
permitted based,18,0,1
executive committee adopted,18,0,1
adulterated products,18,0,1
miss stiles,18,1,1
support hoover,18,0,1
wife may make,18,0,1
oriental women,18,0,2
st huberts chapel,18,1,1
suffrage day,18,1,1
color question,18,0,1
drug inspection,18,1,2
assistant mistresses,18,2,1
training camp activities,18,0,1
sex antagonism,18,4,2
penalize women,18,0,1
supplementary legislation,18,0,1
certificate authorizing,18,0,1
might supersede,18,0,1
diseases connected,18,0,1
minimum wage commissions,18,0,2
true dignity,18,0,1
dont consider,18,0,1
arise instances,18,0,1
professional womans club,18,0,2
send deputations,18,0,1
services cheaper,18,0,1
acme art,18,0,1
twelfth biennial,18,0,1
miltons description,18,0,1
american adherence,18,0,1
treaty division,18,1,1
inauguration week,18,0,1
mr schlink,18,0,1
hostess houses,18,2,1
immediate passage,18,0,5
pure lovely,18,1,1
idaho chairman,18,0,1
asheville conference,18,0,1
number one wife,18,0,1
agassiz school,18,2,1
mrs barbour,18,0,1
mrs napier,18,0,3
new york state branch,18,0,3
sara bard field,18,1,1
twentynine years,18,1,2
secretarys duty,18,0,1
stricken girl,18,0,1
courts reflect,18,0,1
always cooperated,18,0,1
twentyfifth,18,2,1
given greater authority,18,0,1
barbers union,18,1,1
voting residence,18,3,1
sympathetic groups,18,0,1
journalists council,18,1,1
minimum wage commission,18,0,3
womans era club,18,1,2
generous measure,18,0,1
miss slowe,18,1,1
wonderful son,18,0,1
colored ywca,18,1,1
interested friends,18,0,1
rural new yorker,18,1,1
stronger example,17,0,1
potato hole,17,1,1
international law held,17,0,2
great surplus,17,2,1
decent standards,17,1,1
panamerican union,17,1,11
adequate wages,17,0,1
mrs dorr,17,1,1
incoming congress,17,0,1
mrs pickering,17,0,1
filterable virus,17,0,2
speedy passage,17,0,1
washington st church,17,0,1
equality contained,17,0,1
branch dealing,17,1,1
serene height,17,2,1
mans chest,17,37,1
eighteenth annual meeting,17,0,1
petition secretary,17,0,1
ordinary ability,17,2,1
frank e davis,17,1,1
equal competence,17,0,1
miss matthews,17,1,1
secretary taft,17,0,1
young peoples department,17,0,1
left tuscaloosa,17,0,1
stingeth like,17,0,1
mrs woolley,17,0,1
second class matter,17,2,1
unmarried teacher,17,1,1
colorado pageant,17,0,3
mrs lindbergh,17,0,1
wagon rolled,17,0,1
old taboos,17,0,1
cows upon,17,0,1
miss abbott,17,0,1
done long ago,17,0,1
senior federation,17,1,1
keenly alive,17,0,1
industry shall,17,0,1
minimum wage board,17,1,2
excellent reports,17,0,1
abel lee,17,1,1
mrs landes,17,10,2
jim crow car,17,0,3
others washing,17,1,1
splendid efforts,17,0,1
higher income groups,17,0,1
womans labor,17,1,1
seventeen away,17,0,1
organization dies,17,0,1
man would receive,17,0,1
child whenever,17,0,1
two years extension,17,0,1
women magistrates,17,0,1
hurried trip,17,0,1
mr dickstein,17,0,2
junior college work,17,0,1
burnita matthews,17,2,1
readily received,17,0,1
southeastern federation,17,3,1
constant delight,17,2,1
moslem women,17,0,1
stirring plea,17,0,1
judge terrell,17,0,1
amendments attached,17,0,1
idle women,17,2,1
deceased consorts,17,0,1
equal rights throughout,17,0,130
alma whitaker,17,0,1
league secretariat,17,1,1
leisured woman,17,0,1
francis j grimke,16,2,1
factory subject,16,2,1
would gladly give,16,0,1
sir herbert austin,16,1,1
present tendency,16,0,1
senator dickinson,16,6,1
colored passengers,16,0,3
separate presbyteries,16,0,1
empty stocking,16,0,1
federal whenever,16,0,1
oppressive wage,16,0,2
supervisor shall,16,0,1
loan shops,16,1,1
infancy act,16,10,1
mrs wingo,16,3,1
state constitution must,16,0,1
mothers assistance,16,0,1
united states adherence,16,0,1
married woman may,16,0,1
commercial elevator,16,0,1
miss wren,16,12,1
federation cottage,16,0,1
flat opens,16,0,1
republican plank,16,0,1
kindergarten club,16,0,1
equipment executive,16,0,1
child labor legislation,16,0,1
certain questions relating,16,2,1
miss effie,16,0,1
public welfare department,16,0,1
persons dismissed,16,0,1
pay onehalf,16,0,1
maud younger,16,1,3
briands cabinet,16,0,1
december cards,16,0,1
fight goliath,16,0,1
league documents,16,0,1
wisconsin state federation,16,1,1
slightest difficulty,16,0,1
women defendant,16,1,1
shepherd staff,16,0,1
sra rosell,16,0,1
get better conditions,16,0,1
growing intelligence,16,0,1
delaware delegation,16,1,1
purple banner,16,0,1
miss mackaye,16,0,1
easy formula,16,4,1
womans cause,16,0,2
alpha suffrage club,16,1,2
head sagely,16,0,1
intensive thought,16,2,1
suffrage victory,16,0,2
race extraction,16,0,1
philadelphia federation,16,0,1
inspectors authorized,16,0,1
infamous traffic,16,0,1
ten years ago today,16,0,1
mr richberg,16,0,1
means socialization,16,0,1
present juncture,16,0,1
young woman sent,16,0,1
mary ann mcclintock,16,2,1
state labor law,16,0,1
senators shipstead,16,0,1
providence branch,16,2,1
general housework,16,0,1
negro progress,16,0,1
striking improvement,16,0,1
employ girls,15,0,1
annual fall meeting,15,1,1
northeastern federation,15,3,3
open door council,15,1,9
centralized action,15,0,1
placement bureau,15,0,1
philadelphia showing,15,0,1
war camp community service,15,0,1
whose foliage,15,0,1
independent citizenship,15,3,2
sixteen measures,15,1,1
lead fumes,15,0,1
shorter working day,15,0,2
persons solely,15,0,1
girls glee club,15,1,1
interracial commission,15,0,1
industrial codes,15,0,1
baltimore city branch,15,0,2
puncheon seats,15,1,1
dr kagawa,15,0,1
peremptory writ,15,2,1
twoday sessions,15,0,1
haines normal,15,1,1
abundant proof,15,0,1
eager desire,15,0,1
lofty aim,15,0,1
madame laurent,15,0,1
kaw indians,15,1,2
percentage spent,15,0,1
make working conditions,15,0,1
isnt news,15,4,1
chairman spoke,15,0,1
food suggested,15,0,1
syracuse branch,15,0,3
club circles,15,0,1
superior physical strength,15,0,1
child welfare division,15,0,1
unseasonable hours,15,0,1
coming assembly,15,0,1
christian agencies,15,0,1
old english common law,15,0,1
honorable dismissal,15,0,1
treaty action,15,1,1
senator griffin,15,2,1
displacing men,15,0,1
definite policy,15,0,1
gavel made,15,0,1
womens medical association,15,1,2
interesting suggestion,15,0,1
aunt dinah,15,0,1
unchurched people,15,0,1
uncle danl,15,0,1
mighty sea,15,0,1
georgia industrial college,15,1,1
absence without pay,15,0,1
training shall,15,0,2
dominican commissioner,15,0,1
necessitous circumstances,15,0,1
exhibit committee,15,0,2
insure punishment,15,0,1
runningboard,15,0,1
present pledged,15,0,1
medical opportunities,15,0,1
contrary women,15,0,1
virginia cottage,15,1,1
upon conviction thereof shall,15,0,1
make special laws,15,0,1
upstate cities,15,0,1
hotel lutetia,15,2,1
sarah fayerweather,15,1,1
paid secretaries,15,0,1
constituent leagues,15,0,1
colored ymca,15,1,1
hereby swear,15,0,1
mothers clubs,14,10,1
miss sayer,14,0,1
mrs booker,14,0,2
miss skinner,14,0,1
friendly interest,14,9,1
mr lundrigan,14,0,1
full fashioned hosiery,14,1,1
entire discussion,14,0,1
southern prejudice,14,0,1
marginal industries,14,1,1
enclosed booklet,14,0,1
negro graduates,14,0,1
typhoid carrier,14,0,1
anything good come,14,0,1
georgia state industrial college,14,1,1
josephine goldmark,14,2,1
frederick douglass center,14,2,3
patronize women,14,0,1
soames forsyte,14,1,1
prosperous new year,14,0,1
gail laughlin,14,3,1
morning cometh,14,0,1
double compensation,14,0,2
indiana sponsor,14,0,1
professor felix frankfurter,14,0,1
quite exhausted,14,0,1
stirring speeches,14,1,1
white secretaries,14,0,1
happy idea,14,0,1
following sunday morning,14,0,1
manager overheard,14,0,1
equal guardianship,14,0,2
maximum salaries,14,0,1
ever injured,14,0,1
equal pay law,14,0,1
diminishing intensity,14,0,1
fool need,14,5,1
mixed claims commission,14,0,1
miss elder,14,0,1
daytime jobs,14,0,1
woman eligible,14,0,1
thee look,14,0,1
following resolved,14,0,1
abolished imprisonment,14,0,1
word merit,14,0,1
frequently injurious,14,0,1
tenement homes,14,0,1
let us resolve,14,0,1
caste school,14,58,1
equal rights bill,14,0,12
nina e allender,14,1,1
killed cranford,14,0,1
isnt anything,14,1,1
better quit,14,1,1
trade courts,14,1,1
dell dinner,14,1,1
aviation engineering school,14,1,1
thou dwellest,14,0,1
wrapping room,14,0,1
saturday half holiday,14,0,1
separate jobs,14,0,1
new sweetness,14,0,1
national political issue,14,0,1
town hall club,14,0,1
consumers realized,14,0,1
college settlements association,14,0,1
pompous authority,14,0,1
big quarterly,14,1,1
laudable ambition,14,0,1
social case work,14,0,1
immortal dead,14,0,1
negro preacher,14,0,1
financial drive,14,0,1
womans bureau,14,0,8
gainful occupations,14,0,2
neues wiener journal,14,0,1
woman shakespeare,14,3,1
permanent appropriation,14,0,1
american women married,14,0,1
equal rights amendment would,14,0,2
substitute delegate,14,0,1
younger feminists,14,0,1
senator edge,14,0,1
giving forth,14,1,1
apply alike,13,1,1
mrs layten,13,0,1
said miriam,13,0,1
hospitals forming,13,0,1
jurisdiction whereas,13,0,1
four assembly districts,13,0,1
mrs whittle,13,1,1
column questions,13,0,1
masters plantation,13,0,1
indian muslim women,13,0,1
sixth voice,13,8,1
together knocking,13,0,1
field committees,13,0,1
lena madesin phillips,13,1,1
attached card,13,0,1
womans improvement club,13,3,1
education denying,13,0,1
income devoted,13,0,1
senator wadsworth,13,2,1
best dressed person,13,0,1
avowed principles,13,0,1
hearts fixed,13,1,1
mechanical pursuits,13,0,1
womans amendment,13,0,1
clarion voice,13,0,1
ages cleft,13,1,1
jobholding,13,0,1
indirect representation,13,1,1
educational attache,13,0,1
mrs mcgraw,13,4,1
price economy,13,23,1
twentyfive years,13,1,3
truant officers,13,6,1
cranford murder,13,4,1
nye resolution,13,2,1
mrs caraway,13,0,1
congress surrender,13,0,1
licensed quarter,13,0,1
secretary kelley,13,0,1
mrs earl e,13,0,1
mrs wheatley,13,3,2
rule hope,13,0,1
excited spectators,13,0,1
enthusiastic workers,13,0,1
dublin congress,13,1,1
miss wiggin,13,0,2
argument hard,13,0,1
frugal habits,13,0,1
civil service women,13,0,2
hours laws,13,0,1
haitian coffee,13,2,1
furloughs rather,13,0,1
hotel delmonico,13,1,1
proper legislation,13,0,1
clara white mission,13,1,1
mrs locker,13,0,1
sex inequality,13,3,1
cant check,13,2,1
florence bayard hilles,13,1,3
female yeomen,13,0,1
fish resolution,12,3,2
competent witness,12,0,1
feminist country,12,0,1
insistent appeal,12,0,1
wonderful progress,12,0,1
virtually helpless,12,0,1
candy factories,12,0,3
open door international,12,0,22
ennobling influence,12,1,1
civic department,12,44,1
sweet singers,12,5,1
mr elkus,12,0,1
claiborne street,12,0,1
whole human family,12,0,1
debased could,12,0,1
womans bar association,12,0,2
wifes salary,12,0,1
seventythree,12,0,1
